Instrument,Company Common Name,Date,Short-Term Debt & Current Portion of Long-Term Debt,Debt - Non-Convertible - Long-Term,Capitalized Lease Obligations - Long-Term,Current Portion of Long-Term Debt excl Capitalized Leases,Capitalized Leases - Current Portion,NAICS Sector Code,NAICS Sector Name,NAICS Subsector Code,NAICS Subsector Name,NAICS National Industry Code,NAICS National Industry Name,NAICS Industry Group Code,NAICS Industry Group Name,Country of Exchange,Exchange Name
SE0000102824,,2001-12-31T00:00:00Z,21100000.0,1261700000.0,,,,,,,,,,,,,
SE0000102824,,2002-12-31T00:00:00Z,10600000.0,926600000.0,,,,,,,,,,,,,
SE0000102824,,2003-12-31T00:00:00Z,15200000.0,300700000.0,,,,,,,,,,,,,
SE0000102824,,2004-12-31T00:00:00Z,2900000.0,9000000.0,,,,,,,,,,,,,
SE0000102824,,2005-12-31T00:00:00Z,10400000.0,10700000.0,,,,,,,,,,,,,
SE0000102824,,2006-12-31T00:00:00Z,4100000.0,515200000.0,,0.0,4100000.0,,,,,,,,,,
SE0000102824,,2007-12-31T00:00:00Z,18900000.0,1063100000.0,,10000000.0,8900000.0,,,,,,,,,,
SE0000102824,,2008-12-31T00:00:00Z,51300000.0,1349800000.0,,19400000.0,31900000.0,,,,,,,,,,
SE0000102824,,2009-12-31T00:00:00Z,44200000.0,1444400000.0,,14100000.0,30100000.0,,,,,,,,,,
SE0000102824,,2010-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000102824,,2011-12-31T00:00:00Z,83300000.0,1802400000.0,,13000000.0,70300000.0,,,,,,,,,,
SE0000102824,,2012-12-31T00:00:00Z,66500000.0,1969900000.0,,23400000.0,43100000.0,,,,,,,,,,
SE0000102824,,2013-12-31T00:00:00Z,131300000.0,1862700000.0,,131300000.0,,,,,,,,,,,
SE0000102824,,2014-12-31T00:00:00Z,206600000.0,1832200000.0,,206600000.0,,,,,,,,,,,
SE0000102824,,2015-12-31T00:00:00Z,258200000.0,2129000000.0,,258200000.0,,,,,,,,,,,
SE0000102824,,2016-12-31T00:00:00Z,234000000.0,1699700000.0,,234000000.0,,,,,,,,,,,
SE0000102824,,2017-12-31T00:00:00Z,212900000.0,1151400000.0,261200000.0,192200000.0,20700000.0,,,,,,,,,,
SE0000102824,,2018-12-31T00:00:00Z,297000000.0,1038700000.0,262800000.0,208500000.0,88500000.0,,,,,,,,,,
SE0000102824,,2019-12-31T00:00:00Z,356700000.0,1101600000.0,939600000.0,269600000.0,87100000.0,,,,,,,,,,
SE0000102824,,2020-12-31T00:00:00Z,258500000.0,774800000.0,853000000.0,189000000.0,69500000.0,,,,,,,,,,
SE0000102824,,2021-12-31T00:00:00Z,773900000.0,0.0,310900000.0,773900000.0,0.0,,,,,,,,,,
SE0000102824,,2022-12-31T00:00:00Z,,516800000.0,,,,,,,,,,,,,
SE0000191827,Atrium Ljungberg AB,1998-12-31T00:00:00Z,448538000.0,1632689000.0,,448538000.0,,53,Real Estate and Rental and Leasing,531,Real Estate,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),5311,Lessors of Real Estate,Sweden,NASDAQ STOCKHOLM AB
SE0000191827,,1999-12-31T00:00:00Z,627930000.0,1682644000.0,,627930000.0,,,,,,,,,,,
SE0000191827,,2000-12-31T00:00:00Z,756401000.0,1931184000.0,,756401000.0,,,,,,,,,,,
SE0000191827,,2001-12-31T00:00:00Z,599141000.0,2122144000.0,,599141000.0,,,,,,,,,,,
SE0000191827,,2002-12-31T00:00:00Z,616949000.0,2328366000.0,,616949000.0,,,,,,,,,,,
SE0000191827,,2003-12-31T00:00:00Z,695556000.0,2303544000.0,,695556000.0,,,,,,,,,,,
SE0000191827,,2004-12-31T00:00:00Z,770909000.0,1458215000.0,,,,,,,,,,,,,
SE0000191827,,2005-12-31T00:00:00Z,489199000.0,1663141000.0,,,,,,,,,,,,,
SE0000191827,,2006-12-31T00:00:00Z,2139274000.0,3492670000.0,,,,,,,,,,,,,
SE0000191827,,2007-12-31T00:00:00Z,1969912000.0,5515566000.0,,,,,,,,,,,,,
SE0000191827,,2008-12-31T00:00:00Z,1674910000.0,6676451000.0,,,,,,,,,,,,,
SE0000191827,,2009-12-31T00:00:00Z,2047700000.0,6444100000.0,,,,,,,,,,,,,
SE0000191827,,2010-12-31T00:00:00Z,1736900000.0,7373600000.0,,,,,,,,,,,,,
SE0000191827,,2011-12-31T00:00:00Z,1881300000.0,7839600000.0,,,,,,,,,,,,,
SE0000191827,,2012-12-31T00:00:00Z,2802400000.0,8810900000.0,,,,,,,,,,,,,
SE0000191827,,2013-12-31T00:00:00Z,1753600000.0,10660200000.0,,,,,,,,,,,,,
SE0000191827,,2014-12-31T00:00:00Z,2510300000.0,9807100000.0,,,,,,,,,,,,,
SE0000191827,,2015-12-31T00:00:00Z,2285400000.0,10976000000.0,,,,,,,,,,,,,
SE0000191827,,2016-12-31T00:00:00Z,1970000000.0,13125000000.0,,,,,,,,,,,,,
SE0000191827,,2017-12-31T00:00:00Z,1832000000.0,16415000000.0,,,,,,,,,,,,,
SE0000191827,,2018-12-31T00:00:00Z,0.0,18506000000.0,,,,,,,,,,,,,
SE0000191827,,2019-12-31T00:00:00Z,5064000000.0,20211000000.0,1305000000.0,5064000000.0,,,,,,,,,,,
SE0000191827,,2020-12-31T00:00:00Z,4108000000.0,18905000000.0,1179000000.0,4108000000.0,,,,,,,,,,,
SE0000191827,,2021-12-31T00:00:00Z,4509000000.0,20561000000.0,1025000000.0,4509000000.0,,,,,,,,,,,
SE0000191827,,2022-12-31T00:00:00Z,,25389000000.0,1277000000.0,,,,,,,,,,,,
SE0001493693,Bryggpipan AB,,,,,,,31-33,Manufacturing,333,Machinery Manufacturing,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Sweden,
SE0000538258,Entra Data AB,,,,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334111,Electronic Computer Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,Sweden,
SE0000394470,Mandator AB,,,,,,,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",541512,Computer Systems Design Services,5415,Computer Systems Design and Related Services,Sweden,
SE0000314502,,,,,,,,,,,,,,,,,
SE0011337708,AAK AB (publ),2005-12-31T00:00:00Z,,,,,,31-33,Manufacturing,311,Food Manufacturing,311225,Fats and Oils Refining and Blending,3112,Grain and Oilseed Milling,Sweden,NASDAQ STOCKHOLM AB
SE0011337708,,2006-12-31T00:00:00Z,858000000.0,2293000000.0,,798000000.0,,,,,,,,,,,
SE0011337708,,2007-12-31T00:00:00Z,440000000.0,4004000000.0,,427000000.0,,,,,,,,,,,
SE0011337708,,2008-12-31T00:00:00Z,256000000.0,4959000000.0,,249000000.0,,,,,,,,,,,
SE0011337708,,2009-12-31T00:00:00Z,109000000.0,3403000000.0,,107000000.0,,,,,,,,,,,
SE0011337708,,2010-12-31T00:00:00Z,67000000.0,3111000000.0,,66000000.0,,,,,,,,,,,
SE0011337708,,2011-12-31T00:00:00Z,74000000.0,3400000000.0,,72000000.0,,,,,,,,,,,
SE0011337708,,2012-12-31T00:00:00Z,69000000.0,2774000000.0,,68000000.0,,,,,,,,,,,
SE0011337708,,2013-12-31T00:00:00Z,87000000.0,2289000000.0,,77000000.0,,,,,,,,,,,
SE0011337708,,2014-12-31T00:00:00Z,90000000.0,2538000000.0,,89000000.0,,,,,,,,,,,
SE0011337708,,2015-12-31T00:00:00Z,289000000.0,2132000000.0,,287000000.0,,,,,,,,,,,
SE0011337708,,2016-12-31T00:00:00Z,218000000.0,2857000000.0,,217000000.0,,,,,,,,,,,
SE0011337708,,2017-12-31T00:00:00Z,633000000.0,2354000000.0,,628000000.0,,,,,,,,,,,
SE0011337708,,2018-12-31T00:00:00Z,668000000.0,2551000000.0,,661000000.0,,,,,,,,,,,
SE0011337708,,2019-12-31T00:00:00Z,992000000.0,2987000000.0,675000000.0,870000000.0,110000000.0,,,,,,,,,,
SE0011337708,,2020-12-31T00:00:00Z,1694000000.0,2087000000.0,617000000.0,1565000000.0,117000000.0,,,,,,,,,,
SE0011337708,,2021-12-31T00:00:00Z,2473000000.0,1611000000.0,493000000.0,2333000000.0,128000000.0,,,,,,,,,,
SE0011337708,,2022-12-31T00:00:00Z,3159000000.0,3526000000.0,562000000.0,2997000000.0,162000000.0,,,,,,,,,,
SE0000364283,Alfaskop AB,,,,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334111,Electronic Computer Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,Sweden,
SE0000383499,LGP Allgon Holding AB,,,,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3342,Communications Equipment Manufacturing,Sweden,
SE0000413221,Artimplant AB,,,,,,,31-33,Manufacturing,339,Miscellaneous Manufacturing,339113,Surgical Appliance and Supplies Manufacturing,3391,Medical Equipment and Supplies Manufacturing,Sweden,
SE0000245409,Atlantic Container Line AB,1998-12-31T00:00:00Z,178700000.0,225900000.0,,,,48-49,Transportation and Warehousing,483,Water Transportation,483111,Deep Sea Freight Transportation,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",United States of America,
SE0000245409,,1999-12-31T00:00:00Z,62600000.0,186000000.0,,,,,,,,,,,,,
SE0000245409,,2000-12-31T00:00:00Z,112800000.0,101700000.0,,,,,,,,,,,,,
SE0000245409,,2001-12-31T00:00:00Z,65000000.0,0.0,,,,,,,,,,,,,
SE0000245409,,2002-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2003-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2004-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2005-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2006-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2007-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2008-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2009-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2010-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2018-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2019-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2020-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000245409,,2021-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0011090547,Beijer Alma AB,1997-12-31T00:00:00Z,6187000.0,35897000.0,,,,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,332613,Spring Manufacturing,3326,Spring and Wire Product Manufacturing,Sweden,NASDAQ STOCKHOLM AB
SE0011090547,,1998-12-31T00:00:00Z,41405000.0,182475000.0,,8169000.0,,,,,,,,,,,
SE0011090547,,1999-12-31T00:00:00Z,53688000.0,158863000.0,,11097000.0,,,,,,,,,,,
SE0011090547,,2000-12-31T00:00:00Z,169401000.0,216659000.0,0.0,17160000.0,0.0,,,,,,,,,,
SE0011090547,,2001-12-31T00:00:00Z,302259000.0,312299000.0,56536000.0,39058000.0,10082000.0,,,,,,,,,,
SE0011090547,,2002-12-31T00:00:00Z,254100000.0,248283000.0,39739000.0,33146000.0,0.0,,,,,,,,,,
SE0011090547,,2003-12-31T00:00:00Z,266623000.0,184026000.0,33569000.0,29652000.0,23697000.0,,,,,,,,,,
SE0011090547,,2004-12-31T00:00:00Z,146005000.0,130500000.0,,20891000.0,,,,,,,,,,,
SE0011090547,,2005-12-31T00:00:00Z,69500000.0,126200000.0,,69500000.0,,,,,,,,,,,
SE0011090547,,2006-12-31T00:00:00Z,121251000.0,72321000.0,25332000.0,4070000.0,9610000.0,,,,,,,,,,
SE0011090547,,2007-12-31T00:00:00Z,164670000.0,67680000.0,5201000.0,21693000.0,7296000.0,,,,,,,,,,
SE0011090547,,2008-12-31T00:00:00Z,99100000.0,80700000.0,,99100000.0,,,,,,,,,,,
SE0011090547,,2009-12-31T00:00:00Z,69445000.0,66854000.0,350000.0,16141000.0,603000.0,,,,,,,,,,
SE0011090547,,2010-12-31T00:00:00Z,58537000.0,88994000.0,59000.0,23000.0,595000.0,,,,,,,,,,
SE0011090547,,2011-12-31T00:00:00Z,127496000.0,122322000.0,9819000.0,20776000.0,3315000.0,,,,,,,,,,
SE0011090547,,2012-12-31T00:00:00Z,144846000.0,151459000.0,,38768000.0,,,,,,,,,,,
SE0011090547,,2013-12-31T00:00:00Z,164836000.0,181267000.0,,54713000.0,,,,,,,,,,,
SE0011090547,,2014-12-31T00:00:00Z,151997000.0,229077000.0,,65304000.0,,,,,,,,,,,
SE0011090547,,2015-12-31T00:00:00Z,240234000.0,205997000.0,,56321000.0,,,,,,,,,,,
SE0011090547,,2016-12-31T00:00:00Z,343903000.0,242843000.0,,76682000.0,,,,,,,,,,,
SE0011090547,,2017-12-31T00:00:00Z,592139000.0,144687000.0,,159102000.0,,,,,,,,,,,
SE0011090547,,2018-12-31T00:00:00Z,541106000.0,189804000.0,,128951000.0,,,,,,,,,,,
SE0011090547,,2019-12-31T00:00:00Z,722821000.0,531639000.0,130969000.0,140670000.0,68467000.0,,,,,,,,,,
SE0011090547,,2020-12-31T00:00:00Z,640164000.0,614401000.0,135681000.0,189396000.0,65816000.0,,,,,,,,,,
SE0011090547,,2021-12-31T00:00:00Z,883600000.0,999100000.0,165000000.0,399800000.0,78500000.0,,,,,,,,,,
SE0018012932,Bergs Timber AB (publ),,,,,,,31-33,Manufacturing,321,Wood Product Manufacturing,321113,Sawmills,3211,Sawmills and Wood Preservation,Sweden,NASDAQ STOCKHOLM AB
SE0000396061,Bong AB,1998-12-31T00:00:00Z,49665000.0,216784000.0,,49665000.0,,31-33,Manufacturing,322,Paper Manufacturing,322230,Stationery Product Manufacturing,3222,Converted Paper Product Manufacturing,Sweden,NASDAQ STOCKHOLM AB
SE0000396061,,1999-12-31T00:00:00Z,35829000.0,226901000.0,,35829000.0,,,,,,,,,,,
SE0000396061,,2000-12-31T00:00:00Z,121548000.0,896505000.0,,121548000.0,,,,,,,,,,,
SE0000396061,,2001-12-31T00:00:00Z,76804000.0,1036885000.0,,76804000.0,,,,,,,,,,,
SE0000396061,,2002-12-31T00:00:00Z,343839000.0,500229000.0,,101813000.0,,,,,,,,,,,
SE0000396061,,2003-12-31T00:00:00Z,377914000.0,367048000.0,,171449000.0,,,,,,,,,,,
SE0000396061,,2004-12-31T00:00:00Z,267879000.0,80938000.0,20714000.0,73068000.0,,,,,,,,,,,
SE0000396061,,2005-12-31T00:00:00Z,312393000.0,313237000.0,7281000.0,97766000.0,0.0,,,,,,,,,,
SE0000396061,,2006-12-31T00:00:00Z,481799000.0,241366000.0,7471000.0,203771000.0,20182000.0,,,,,,,,,,
SE0000396061,,2007-12-31T00:00:00Z,191690000.0,534916000.0,1288000.0,62217000.0,0.0,,,,,,,,,,
SE0000396061,,2008-12-31T00:00:00Z,118337000.0,590966000.0,0.0,51343000.0,,,,,,,,,,,
SE0000396061,,2009-12-31T00:00:00Z,78418000.0,458446000.0,1538000.0,50841000.0,,,,,,,,,,,
SE0000396061,,2010-12-31T00:00:00Z,153504000.0,873256000.0,873000.0,46029000.0,,,,,,,,,,,
SE0000396061,,2011-12-31T00:00:00Z,117952000.0,818008000.0,838000.0,0.0,,,,,,,,,,,
SE0000396061,,2012-12-31T00:00:00Z,169958000.0,738029000.0,2009000.0,,,,,,,,,,,,
SE0000396061,,2013-12-31T00:00:00Z,184873000.0,510505000.0,2214000.0,,,,,,,,,,,,
SE0000396061,,2014-12-31T00:00:00Z,171375000.0,483216000.0,2357000.0,,,,,,,,,,,,
SE0000396061,,2015-12-31T00:00:00Z,222056000.0,656696000.0,1940000.0,112000000.0,2041000.0,,,,,,,,,,
SE0000396061,,2016-12-31T00:00:00Z,4293000.0,167925000.0,958000.0,0.0,1351000.0,,,,,,,,,,
SE0000396061,,2017-12-31T00:00:00Z,418000.0,183572000.0,580000.0,,418000.0,,,,,,,,,,
SE0000396061,,2018-12-31T00:00:00Z,823000.0,203436000.0,1175000.0,,710000.0,,,,,,,,,,
SE0000396061,,2019-12-31T00:00:00Z,54099000.0,207740000.0,,,54099000.0,,,,,,,,,,
SE0000396061,,2020-12-31T00:00:00Z,223167000.0,53106000.0,69664000.0,186565000.0,36602000.0,,,,,,,,,,
SE0000396061,,2021-12-31T00:00:00Z,71054000.0,216417000.0,73561000.0,29523000.0,41531000.0,,,,,,,,,,
SE0000396061,,2022-12-31T00:00:00Z,78300000.0,196900000.0,154500000.0,31300000.0,47000000.0,,,,,,,,,,
SE0000102006,BRIO Leksaker AB,,,,,,,31-33,Manufacturing,339,Miscellaneous Manufacturing,339930,"Doll, Toy, and Game Manufacturing",3399,Other Miscellaneous Manufacturing,Sweden,
SE0000135303,Fastighetsaktiebolaget Celtica,,,,,,,53,Real Estate and Rental and Leasing,531,Real Estate,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),5311,Lessors of Real Estate,Sweden,
SE0000950578,Realia AB (Fusion),,,,,,,53,Real Estate and Rental and Leasing,531,Real Estate,531120,Lessors of Nonresidential Buildings (except Miniwarehouses),5311,Lessors of Real Estate,Sweden,
SE0000426470,Labs2 Group AB,,,,,,,51,Information,513,Publishing Industries,513210,Software Publishers,5132,Software Publishers,Sweden,
SE0000101669,ElektronikGruppen BK AB,1998-12-31T00:00:00Z,,1653000.0,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334419,Other Electronic Component Manufacturing,3344,Semiconductor and Other Electronic Component Manufacturing,Sweden,
SE0000101669,,1999-12-31T00:00:00Z,,0.0,,,,,,,,,,,,,
SE0000101669,,2000-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2001-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2002-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2003-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2004-12-31T00:00:00Z,9477000.0,,3658000.0,,6859000.0,,,,,,,,,,
SE0000101669,,2005-12-31T00:00:00Z,10939000.0,,4556000.0,,7178000.0,,,,,,,,,,
SE0000101669,,2006-12-31T00:00:00Z,1066000.0,,,,,,,,,,,,,,
SE0000101669,,2007-12-31T00:00:00Z,20654000.0,82724000.0,0.0,10327000.0,0.0,,,,,,,,,,
SE0000101669,,2008-12-31T00:00:00Z,14822000.0,112810000.0,1180000.0,7411000.0,786000.0,,,,,,,,,,
SE0000101669,,2009-12-31T00:00:00Z,75963000.0,30867000.0,669000.0,7215000.0,590000.0,,,,,,,,,,
SE0000101669,,2010-12-31T00:00:00Z,97952000.0,24244000.0,70000.0,8396000.0,1771000.0,,,,,,,,,,
SE0000101669,,2011-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2012-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2013-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2014-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2015-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2016-09-01T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2019-09-30T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2020-09-30T00:00:00Z,,,,,,,,,,,,,,,
SE0000101669,,2021-09-30T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,Enea AB,1998-12-31T00:00:00Z,1639000.0,6868000.0,,,,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",541511,Custom Computer Programming Services,5415,Computer Systems Design and Related Services,Sweden,NASDAQ STOCKHOLM AB
SE0009697220,,1999-12-31T00:00:00Z,3902000.0,12243000.0,,,,,,,,,,,,,
SE0009697220,,2000-12-31T00:00:00Z,0.0,21379000.0,,,,,,,,,,,,,
SE0009697220,,2001-12-31T00:00:00Z,5375000.0,59311000.0,,,,,,,,,,,,,
SE0009697220,,2002-12-31T00:00:00Z,0.0,11610000.0,,,,,,,,,,,,,
SE0009697220,,2003-12-31T00:00:00Z,,9576000.0,,,,,,,,,,,,,
SE0009697220,,2004-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2005-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2006-12-31T00:00:00Z,,0.0,,,,,,,,,,,,,
SE0009697220,,2007-12-31T00:00:00Z,,8880000.0,,,,,,,,,,,,,
SE0009697220,,2008-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2009-12-31T00:00:00Z,,27295000.0,,,,,,,,,,,,,
SE0009697220,,2010-12-31T00:00:00Z,3600000.0,300000.0,,3600000.0,,,,,,,,,,,
SE0009697220,,2011-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2012-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2013-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2014-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2015-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0009697220,,2016-12-31T00:00:00Z,34000000.0,116000000.0,,34000000.0,,,,,,,,,,,
SE0009697220,,2017-12-31T00:00:00Z,34000000.0,82000000.0,,34000000.0,,,,,,,,,,,
SE0009697220,,2018-12-31T00:00:00Z,93342000.0,539822000.0,,93342000.0,,,,,,,,,,,
SE0009697220,,2019-12-31T00:00:00Z,117022000.0,263000000.0,20633000.0,99066000.0,17956000.0,,,,,,,,,,
SE0009697220,,2020-12-31T00:00:00Z,158988000.0,291680000.0,26053000.0,142177000.0,16811000.0,,,,,,,,,,
SE0009697220,,2021-12-31T00:00:00Z,285222000.0,469829000.0,21412000.0,268832000.0,16390000.0,,,,,,,,,,
SE0009697220,,2022-12-31T00:00:00Z,21100000.0,545100000.0,23400000.0,6600000.0,14500000.0,,,,,,,,,,
SE0010048884,Fagerhult AB,1997-12-31T00:00:00Z,25300000.0,65700000.0,,25300000.0,,31-33,Manufacturing,335,"Electrical Equipment, Appliance, and Component Manufacturing",335132,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",3351,Electric Lighting Equipment Manufacturing,Sweden,NASDAQ STOCKHOLM AB
SE0010048884,,1998-12-31T00:00:00Z,25800000.0,40300000.0,,25800000.0,,,,,,,,,,,
SE0010048884,,1999-12-31T00:00:00Z,700000.0,12800000.0,,700000.0,,,,,,,,,,,
SE0010048884,,2000-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0010048884,,2001-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0010048884,,2002-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0010048884,,2003-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0010048884,,2004-12-31T00:00:00Z,,,,,,,,,,,,,,,
SE0010048884,,2005-12-31T00:00:00Z,51200000.0,371400000.0,,51200000.0,,,,,,,,,,,
SE0010048884,,2006-12-31T00:00:00Z,35200000.0,369800000.0,,35200000.0,,,,,,,,,,,
SE0010048884,,2007-12-31T00:00:00Z,57100000.0,459800000.0,,57100000.0,,,,,,,,,,,
SE0010048884,,2008-12-31T00:00:00Z,50000000.0,431100000.0,,50000000.0,,,,,,,,,,,
SE0010048884,,2009-12-31T00:00:00Z,1800000.0,500800000.0,,1800000.0,,,,,,,,,,,
SE0010048884,,2010-12-31T00:00:00Z,114700000.0,1006300000.0,,114700000.0,,,,,,,,,,,
SE0010048884,,2011-12-31T00:00:00Z,29200000.0,1169000000.0,,29200000.0,,,,,,,,,,,
SE0010048884,,2012-12-31T00:00:00Z,117200000.0,1013100000.0,,117200000.0,,,,,,,,,,,
SE0010048884,,2013-12-31T00:00:00Z,59000000.0,1012900000.0,,59000000.0,,,,,,,,,,,
SE0010048884,,2014-12-31T00:00:00Z,60400000.0,1267100000.0,,60400000.0,,,,,,,,,,,
SE0010048884,,2015-12-31T00:00:00Z,1300000.0,1340900000.0,,1300000.0,,,,,,,,,,,
SE0010048884,,2016-12-31T00:00:00Z,133200000.0,1752100000.0,,133200000.0,,,,,,,,,,,
SE0010048884,,2017-12-31T00:00:00Z,4800000.0,2684600000.0,,4800000.0,,,,,,,,,,,
SE0010048884,,2018-12-31T00:00:00Z,416100000.0,2371600000.0,,416100000.0,,,,,,,,,,,
SE0010048884,,2019-12-31T00:00:00Z,222100000.0,3678200000.0,779700000.0,73800000.0,148300000.0,,,,,,,,,,
SE0010048884,,2020-12-31T00:00:00Z,181000000.0,3417800000.0,651200000.0,47600000.0,133400000.0,,,,,,,,,,
SE0010048884,,2021-12-31T00:00:00Z,569800000.0,2988400000.0,612700000.0,430800000.0,139000000.0,,,,,,,,,,
SE0000257792,Fagerlid Industrier AB,,,,,,,31-33,Manufacturing,321,Wood Product Manufacturing,321113,Sawmills,3211,Sawmills and Wood Preservation,Sweden,
SE0000431009,Fb Industri Holding AB,,,,,,,31-33,Manufacturing,332,Fabricated Metal Product Manufacturing,332618,Other Fabricated Wire Product Manufacturing,3326,Spring and Wire Product Manufacturing,Sweden,
SE0000104788,Fenix Outdoor AB,,,,,,,31-33,Manufacturing,339,Miscellaneous Manufacturing,339920,Sporting and Athletic Goods Manufacturing,3399,Other Miscellaneous Manufacturing,Sweden,
SE0000104846,Folkebolagen AB,,,,,,,31-33,Manufacturing,331,Primary Metal Manufacturing,331110,Iron and Steel Mills and Ferroalloy Manufacturing,3311,Iron and Steel Mills and Ferroalloy Manufacturing,Sweden,
SE0000725624,JLT Mobile Computers AB (publ),1998-12-31T00:00:00Z,18978000.0,64544000.0,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334111,Electronic Computer Manufacturing,3341,Computer and Peripheral Equipment Manufacturing,Sweden,FIRST NORTH SWEDEN - SME GROWTH MARKET
SE0000725624,,1999-12-31T00:00:00Z,10360000.0,46453000.0,,,,,,,,,,,,,
SE0000725624,,2000-12-31T00:00:00Z,8077000.0,41841000.0,,,,,,,,,,,,,
SE0000725624,,2001-12-31T00:00:00Z,2984000.0,26466000.0,,,,,,,,,,,,,
SE0000725624,,2002-12-31T00:00:00Z,244000.0,0.0,,,,,,,,,,,,,
SE0000725624,,2003-12-31T00:00:00Z,409000.0,,,,,,,,,,,,,,
SE0000725624,,2004-12-31T00:00:00Z,11371000.0,0.0,,,,,,,,,,,,,
SE0000725624,,2005-12-31T00:00:00Z,112000.0,,,,,,,,,,,,,,
SE0000725624,,2006-12-31T00:00:00Z,97000.0,,,,,,,,,,,,,,
SE0000725624,,2007-12-31T00:00:00Z,102000.0,,,,,,,,,,,,,,
SE0000725624,,2008-12-31T00:00:00Z,437000.0,0.0,,,,,,,,,,,,,
SE0000725624,,2009-12-31T00:00:00Z,388000.0,,,,,,,,,,,,,,
SE0000725624,,2010-12-31T00:00:00Z,9855000.0,,,,,,,,,,,,,,
SE0000725624,,2011-12-31T00:00:00Z,330000.0,,,,,,,,,,,,,,
SE0000725624,,2012-12-31T00:00:00Z,416000.0,,,,,,,,,,,,,,
SE0000725624,,2013-12-31T00:00:00Z,525000.0,,,,,,,,,,,,,,
SE0000725624,,2014-12-31T00:00:00Z,308000.0,,,,,,,,,,,,,,
SE0000725624,,2015-12-31T00:00:00Z,211000.0,,,,,,,,,,,,,,
SE0000725624,,2016-12-31T00:00:00Z,181000.0,,,,,,,,,,,,,,
SE0000725624,,2017-12-31T00:00:00Z,868000.0,,,,,,,,,,,,,,
SE0000725624,,2018-12-31T00:00:00Z,2403000.0,,,,,,,,,,,,,,
SE0000725624,,2019-12-31T00:00:00Z,34000.0,,,,,,,,,,,,,,
